Species	Symbol	Ensembl	Family	Protein	Entrez ID
Homo_sapiens	PTF1A	ENSG00000168267	bHLH	ENSP00000365687;	256297
Homo_sapiens	ZNF625	ENSG00000257591	zf-C2H2	ENSP00000394380;	90589
Homo_sapiens	PAX6	ENSG00000007372	PAX	ENSP00000492316;ENSP00000491862;ENSP00000492808;ENSP00000492024;ENSP00000490971;ENSP00000492129;ENSP00000491295;ENSP00000491517;ENSP00000492205;ENSP00000492658;ENSP00000368406;ENSP00000492397;ENSP00000492166;ENSP00000388132;ENSP00000368410;ENSP00000491872;ENSP00000491492;ENSP00000491210;ENSP00000397384;ENSP00000492802;ENSP00000492587;ENSP00000491324;ENSP00000491904;ENSP00000492177;ENSP00000368424;ENSP00000492822;ENSP00000492296;ENSP00000491065;ENSP00000491679;ENSP00000492081;ENSP00000404100;ENSP00000491365;ENSP00000492756;ENSP00000491267;ENSP00000480026;ENSP00000491779;ENSP00000368427;ENSP00000494722;ENSP00000241001;ENSP00000490963;ENSP00000492315;ENSP00000492476;ENSP00000491948;ENSP00000491944;ENSP00000495109;ENSP00000431585;ENSP00000404356;ENSP00000491214;ENSP00000491229;ENSP00000492437;ENSP00000492111;ENSP00000492769;ENSP00000492409;ENSP00000491280;ENSP00000368403;ENSP00000492181;ENSP00000368418;ENSP00000368401;	5080
Homo_sapiens	ZNF267	ENSG00000185947	zf-C2H2	ENSP00000300870;	10308
Homo_sapiens	PAX7	ENSG00000009709	PAX	ENSP00000383502;ENSP00000403389;ENSP00000364524;	5081
Homo_sapiens	BHLHE23	ENSG00000125533	bHLH	ENSP00000480998;ENSP00000359371;	128408
Homo_sapiens	GRHL3	ENSG00000158055	CP2	ENSP00000348333;ENSP00000288955;ENSP00000354943;ENSP00000236255;	57822
Homo_sapiens	ZNF512	ENSG00000243943	zf-C2H2	ENSP00000347648;ENSP00000451572;ENSP00000407038;ENSP00000369040;ENSP00000395660;	84450
Homo_sapiens	ZFP2	ENSG00000198939	zf-C2H2	ENSP00000430531;ENSP00000430980;ENSP00000354453;	80108
Homo_sapiens	ZNF787	ENSG00000142409	zf-C2H2	ENSP00000478557;	126208
Homo_sapiens	GMEB1	ENSG00000162419	SAND	ENSP00000355186;ENSP00000294409;ENSP00000362922;	10691
Homo_sapiens	ZNF700	ENSG00000196757	zf-C2H2	ENSP00000479449;ENSP00000467996;ENSP00000254321;	90592
Homo_sapiens	SIX5	ENSG00000177045	Homeobox	ENSP00000494267;ENSP00000453239;ENSP00000316842;	147912
Homo_sapiens	HOXD8	ENSG00000175879	Homeobox	ENSP00000406045;ENSP00000315949;ENSP00000409026;ENSP00000437431;	3234
Homo_sapiens	EBF4	ENSG00000088881	COE	ENSP00000345030;ENSP00000370022;ENSP00000477023;ENSP00000405003;ENSP00000477107;	57593
Homo_sapiens	ZNF692	ENSG00000171163	zf-C2H2	ENSP00000305483;ENSP00000355427;ENSP00000433522;ENSP00000431582;ENSP00000391200;	55657
Homo_sapiens	MYT1	ENSG00000196132	zf-C2HC	ENSP00000353269;ENSP00000442412;ENSP00000327465;ENSP00000480510;	4661
Homo_sapiens	CPHXL	ENSG00000283755	Homeobox	ENSP00000491599;	105371346
Homo_sapiens	ZNF615	ENSG00000197619	zf-C2H2	ENSP00000365906;ENSP00000473089;ENSP00000375672;ENSP00000471549;ENSP00000483676;ENSP00000484711;ENSP00000471041;	284370
Homo_sapiens	NR2F1	ENSG00000175745	RXR-like	ENSP00000481517;ENSP00000325819;ENSP00000495420;ENSP00000495740;	7025
Homo_sapiens	IRF7	ENSG00000185507	IRF	ENSP00000433903;ENSP00000380700;ENSP00000380704;ENSP00000436696;ENSP00000329411;ENSP00000434607;ENSP00000380697;ENSP00000331803;ENSP00000434524;ENSP00000432403;	3665
Homo_sapiens	ZNF117	ENSG00000152926	zf-C2H2	ENSP00000479944;ENSP00000484825;ENSP00000282869;	109504726
Homo_sapiens	ZNF579	ENSG00000218891	zf-C2H2	ENSP00000320188;	163033
Homo_sapiens	ZNF556	ENSG00000172000	zf-C2H2	ENSP00000467366;ENSP00000302603;	80032
Homo_sapiens	ZNF777	ENSG00000196453	zf-C2H2	ENSP00000247930;	27153
Homo_sapiens	FOXE1	ENSG00000178919	Fork_head	ENSP00000364265;	2304
Homo_sapiens	ZNF680	ENSG00000173041	zf-C2H2	ENSP00000309330;	340252
Homo_sapiens	ZIC4	ENSG00000174963	zf-C2H2	ENSP00000417855;ENSP00000420627;ENSP00000420775;ENSP00000397695;ENSP00000372553;ENSP00000418277;ENSP00000435509;	84107
Homo_sapiens	NFYC	ENSG00000066136	NF-YC	ENSP00000436710;ENSP00000361738;ENSP00000361734;ENSP00000409219;ENSP00000396620;ENSP00000361737;ENSP00000416403;ENSP00000408867;ENSP00000408315;ENSP00000312617;ENSP00000433820;ENSP00000397647;ENSP00000433413;ENSP00000414299;ENSP00000434404;ENSP00000361736;ENSP00000404427;ENSP00000361754;	4802
Homo_sapiens	PRDM15	ENSG00000141956	zf-C2H2	ENSP00000408592;ENSP00000381556;ENSP00000396943;ENSP00000387958;ENSP00000390245;ENSP00000431410;ENSP00000269844;ENSP00000415471;	63977
Homo_sapiens	ZNF468	ENSG00000204604	zf-C2H2	ENSP00000375660;ENSP00000470381;	162967
Homo_sapiens	ID2	ENSG00000115738	bHLH	ENSP00000385465;ENSP00000379585;ENSP00000234091;	3398
Homo_sapiens	ZSCAN5A	ENSG00000131848	zf-C2H2	ENSP00000466445;ENSP00000375593;ENSP00000467631;ENSP00000467238;	79149
Homo_sapiens	ISL2	ENSG00000159556	Homeobox	ENSP00000290759;	64843
Homo_sapiens	ZNF710	ENSG00000140548	zf-C2H2	ENSP00000268154;ENSP00000453147;ENSP00000453404;	374655
Homo_sapiens	ZIC5	ENSG00000139800	zf-C2H2	ENSP00000267294;	85416
Homo_sapiens	ZBED4	ENSG00000100426	zf-BED	ENSP00000216268;	9889
Homo_sapiens	ZNF679	ENSG00000197123	zf-C2H2	ENSP00000416809;ENSP00000255746;	168417
Homo_sapiens	HMBOX1	ENSG00000147421	Homeobox	ENSP00000380516;ENSP00000475196;ENSP00000287701;ENSP00000453185;ENSP00000430059;ENSP00000453211;ENSP00000452827;ENSP00000430110;	79618
Homo_sapiens	RFX5	ENSG00000143390	RFX	ENSP00000376502;ENSP00000357864;ENSP00000390769;ENSP00000398666;ENSP00000409187;ENSP00000290524;ENSP00000389130;ENSP00000399095;ENSP00000387618;	5993
Homo_sapiens	ZNF687	ENSG00000143373	zf-C2H2	ENSP00000398821;ENSP00000336620;ENSP00000319829;	57592
Homo_sapiens	ZNF773	ENSG00000152439	zf-C2H2	ENSP00000282292;ENSP00000469416;	374928
Homo_sapiens	HOXB7	ENSG00000260027	Homeobox	ENSP00000239165;	3217
Homo_sapiens	ZNF470	ENSG00000197016	zf-C2H2	ENSP00000333223;ENSP00000375590;	388566
Homo_sapiens	HHEX	ENSG00000152804	Homeobox	ENSP00000450017;ENSP00000282728;ENSP00000447953;	3087
Homo_sapiens	ANHX	ENSG00000227059	Homeobox	ENSP00000439513;ENSP00000409950;	647589
Homo_sapiens	L3MBTL1	ENSG00000185513	zf-C2HC	ENSP00000402107;ENSP00000362226;ENSP00000362227;ENSP00000398516;ENSP00000410139;	26013
Homo_sapiens	ASCL4	ENSG00000187855	bHLH	ENSP00000345420;	121549
Homo_sapiens	ZNF480	ENSG00000198464	zf-C2H2	ENSP00000334164;ENSP00000417424;ENSP00000335670;ENSP00000471754;	147657
Homo_sapiens	FOXI3	ENSG00000214336	Fork_head	ENSP00000478384;	344167
Homo_sapiens	ZFP57	ENSG00000204644	zf-C2H2	ENSP00000366078;ENSP00000366080;ENSP00000418259;	346171
Homo_sapiens	RFX8	ENSG00000196460	RFX	ENSP00000494216;ENSP00000424661;ENSP00000422968;ENSP00000494249;	731220
Homo_sapiens	GLI4	ENSG00000250571	zf-C2H2	ENSP00000430987;ENSP00000345024;	2738
Homo_sapiens	MBD3	ENSG00000071655	MBD	ENSP00000412302;ENSP00000156825;	53615
Homo_sapiens	ZNF732	ENSG00000186777	zf-C2H2	ENSP00000478210;ENSP00000415774;	654254
Homo_sapiens	TCF12	ENSG00000140262	bHLH	ENSP00000444696;ENSP00000453264;ENSP00000388940;ENSP00000440017;ENSP00000331057;ENSP00000267811;ENSP00000453876;ENSP00000454102;ENSP00000453737;ENSP00000342459;	6938
Homo_sapiens	ELK1	ENSG00000126767	ETS	ENSP00000345585;ENSP00000366182;ENSP00000247161;	2002
Homo_sapiens	DBX1	ENSG00000109851	Homeobox	ENSP00000436881;	120237
Homo_sapiens	GFI1	ENSG00000162676	zf-C2H2	ENSP00000399719;ENSP00000294702;ENSP00000359357;	2672
Homo_sapiens	ZNF726	ENSG00000213967	zf-C2H2	ENSP00000471516;ENSP00000317125;	730087
Homo_sapiens	SIX3	ENSG00000138083	Homeobox	ENSP00000260653;	6496
Homo_sapiens	ZSCAN12	ENSG00000158691	zf-C2H2	ENSP00000380039;ENSP00000354305;	9753
Homo_sapiens	BATF2	ENSG00000168062	TF_bZIP	ENSP00000301887;ENSP00000435640;	116071
Homo_sapiens	NR5A2	ENSG00000116833	SF-like	ENSP00000236914;ENSP00000356331;ENSP00000439116;ENSP00000356326;	2494
Homo_sapiens	ZEB2	ENSG00000169554	zf-C2H2	ENSP00000454157;ENSP00000454157;ENSP00000395496;ENSP00000395496;ENSP00000490872;ENSP00000490872;ENSP00000490508;ENSP00000490508;ENSP00000386854;ENSP00000386854;ENSP00000490673;ENSP00000490673;ENSP00000394777;ENSP00000302501;ENSP00000302501;ENSP00000490723;ENSP00000490723;ENSP00000490934;ENSP00000490934;ENSP00000443792;ENSP00000443792;ENSP00000376601;ENSP00000475553;ENSP00000487174;ENSP00000487174;ENSP00000490293;ENSP00000490317;ENSP00000490317;ENSP00000490776;ENSP00000490141;	9839
Homo_sapiens	GTF2I	ENSG00000263001	GTF2I	ENSP00000477837;ENSP00000460070;ENSP00000484526;ENSP00000482476;ENSP00000404240;	2969
Homo_sapiens	ZNF568	ENSG00000198453	zf-C2H2	ENSP00000466901;ENSP00000389794;ENSP00000334685;ENSP00000480246;ENSP00000399643;ENSP00000413396;ENSP00000482444;ENSP00000481819;ENSP00000394514;	374900
Homo_sapiens	ZNF217	ENSG00000171940	zf-C2H2	ENSP00000360526;ENSP00000304308;	7764
Homo_sapiens	CDC5L	ENSG00000096401	MYB	ENSP00000360532;	988
Homo_sapiens	TSC22D2	ENSG00000196428	TSC22	ENSP00000354543;ENSP00000417747;	9819
Homo_sapiens	PIAS3	ENSG00000131788	zf-MIZ	ENSP00000358304;ENSP00000376765;	10401
Homo_sapiens	IRX5	ENSG00000176842	Homeobox	ENSP00000378132;ENSP00000316250;	10265
Homo_sapiens	ERF	ENSG00000105722	ETS	ENSP00000388173;ENSP00000469274;ENSP00000468962;ENSP00000222329;	2077
Homo_sapiens	ZFP37	ENSG00000136866	zf-C2H2	ENSP00000452552;ENSP00000363344;ENSP00000451310;	7539
Homo_sapiens	ETV3	ENSG00000117036	ETS	ENSP00000357175;ENSP00000327316;	2117
Homo_sapiens	TFE3	ENSG00000068323	bHLH	ENSP00000314129;	7030
Homo_sapiens	CTCF	ENSG00000102974	zf-C2H2	ENSP00000495218;ENSP00000384707;ENSP00000494408;ENSP00000494443;ENSP00000493495;ENSP00000494538;ENSP00000494358;ENSP00000264010;ENSP00000495348;	10664
Homo_sapiens	EGR1	ENSG00000120738	zf-C2H2	ENSP00000239938;	1958
Homo_sapiens	TFDP3	ENSG00000183434	E2F	ENSP00000385461;	51270
Homo_sapiens	E2F2	ENSG00000007968	E2F	ENSP00000355249;	1870
Homo_sapiens	ZFP36L2	ENSG00000152518	zf-CCCH	ENSP00000282388;	678
Homo_sapiens	NFIC	ENSG00000141905	CTF/NFI	ENSP00000342194;ENSP00000396843;ENSP00000466647;ENSP00000492983;ENSP00000465655;ENSP00000378543;ENSP00000465177;	4782
Homo_sapiens	LCOR	ENSG00000196233	HTH	ENSP00000348298;ENSP00000360144;ENSP00000360138;ENSP00000443431;	84458
Homo_sapiens	ZNF614	ENSG00000142556	zf-C2H2	ENSP00000270649;	80110
Homo_sapiens	RFX7	ENSG00000181827	RFX	ENSP00000453376;ENSP00000453611;ENSP00000453281;	64864
Homo_sapiens	ZBTB7A	ENSG00000178951	ZBTB	ENSP00000471865;ENSP00000471865;ENSP00000323670;ENSP00000323670;	51341
Homo_sapiens	ZNF717	ENSG00000227124	zf-C2H2	ENSP00000419377;	100131827
Homo_sapiens	ZNF34	ENSG00000196378	zf-C2H2	ENSP00000434049;ENSP00000396894;ENSP00000341528;	80778
Homo_sapiens	NR4A2	ENSG00000153234	NGFIB-like	ENSP00000386747;ENSP00000415632;ENSP00000385379;ENSP00000344479;ENSP00000394671;ENSP00000386993;ENSP00000389986;ENSP00000410952;	4929
Homo_sapiens	MEF2A	ENSG00000068305	SRF	ENSP00000452989;ENSP00000337202;ENSP00000453478;ENSP00000453095;ENSP00000453441;ENSP00000454023;ENSP00000346389;	4205
Homo_sapiens	ZNF367	ENSG00000165244	zf-C2H2	ENSP00000364405;	195828
Homo_sapiens	RCOR1	ENSG00000089902	MYB	ENSP00000262241;	23186
Homo_sapiens	ZNF264	ENSG00000083844	zf-C2H2	ENSP00000263095;ENSP00000440376;	9422
Homo_sapiens	ZNF441	ENSG00000197044	zf-C2H2	ENSP00000350576;	126068
Homo_sapiens	TWIST1	ENSG00000122691	bHLH	ENSP00000242261;ENSP00000346582;ENSP00000416986;	7291
Homo_sapiens	AFF4	ENSG00000072364	AF-4	ENSP00000265343;ENSP00000395268;ENSP00000367858;ENSP00000409069;	27125
Homo_sapiens	STAT5A	ENSG00000126561	STAT	ENSP00000465437;ENSP00000468749;ENSP00000466320;ENSP00000443107;ENSP00000341208;	6776
Homo_sapiens	ZNF888	ENSG00000213793	zf-C2H2	ENSP00000491567;	388559
Homo_sapiens	AC023509.3	ENSG00000267281	TF_bZIP	ENSP00000466174;	-
Homo_sapiens	ZNF805	ENSG00000204524	zf-C2H2	ENSP00000412999;ENSP00000365414;	390980
Homo_sapiens	ZHX3	ENSG00000174306	Homeobox	ENSP00000443783;ENSP00000454006;ENSP00000312222;ENSP00000405421;ENSP00000452965;ENSP00000415498;	23051
Homo_sapiens	ZNF584	ENSG00000171574	zf-C2H2	ENSP00000471105;ENSP00000306756;	201514
Homo_sapiens	PRRX1	ENSG00000116132	Homeobox	ENSP00000450762;ENSP00000239461;ENSP00000356734;	5396
Homo_sapiens	HOXA3	ENSG00000105997	Homeobox	ENSP00000379640;ENSP00000324884;ENSP00000484411;	3200
Homo_sapiens	E2F5	ENSG00000133740	E2F	ENSP00000398124;ENSP00000256117;ENSP00000414312;	1875
Homo_sapiens	KLF17	ENSG00000171872	zf-C2H2	ENSP00000361373;	128209
Homo_sapiens	RHOXF1	ENSG00000101883	Homeobox	ENSP00000217999;	158800
Homo_sapiens	NKX2-3	ENSG00000119919	Homeobox	ENSP00000479692;ENSP00000342828;	159296
Homo_sapiens	ZNF691	ENSG00000164011	zf-C2H2	ENSP00000361585;ENSP00000361580;ENSP00000361584;ENSP00000486871;ENSP00000361581;ENSP00000361586;ENSP00000361582;	51058
Homo_sapiens	ZSCAN31	ENSG00000235109	zf-C2H2	ENSP00000391235;ENSP00000390076;ENSP00000345339;ENSP00000407529;ENSP00000413705;ENSP00000402937;ENSP00000480254;ENSP00000380050;	64288
Homo_sapiens	ZNF337	ENSG00000130684	zf-C2H2	ENSP00000252979;ENSP00000365619;	26152
Homo_sapiens	ZNF429	ENSG00000197013	zf-C2H2	ENSP00000351280;ENSP00000479286;	353088
Homo_sapiens	YY1	ENSG00000100811	zf-C2H2	ENSP00000262238;ENSP00000452225;	7528
Homo_sapiens	ZNF76	ENSG00000065029	zf-C2H2	ENSP00000419106;ENSP00000344097;ENSP00000363064;	7629
Homo_sapiens	AC020909.1	ENSG00000142539	ETS	ENSP00000473233;	-
Homo_sapiens	ZSCAN2	ENSG00000176371	zf-C2H2	ENSP00000351257;ENSP00000445451;ENSP00000325123;ENSP00000410198;ENSP00000441855;	54993
Homo_sapiens	ZNF12	ENSG00000164631	zf-C2H2	ENSP00000384405;ENSP00000385939;ENSP00000344745;	7559
Homo_sapiens	DNAJC1	ENSG00000136770	MYB	ENSP00000366179;	64215
Homo_sapiens	ZNF585A	ENSG00000196967	zf-C2H2	ENSP00000375998;ENSP00000349440;ENSP00000292841;	199704
Homo_sapiens	ZNF385B	ENSG00000144331	zf-C2H2	ENSP00000386845;ENSP00000494328;	151126
Homo_sapiens	FOXA2	ENSG00000125798	Fork_head	ENSP00000366319;ENSP00000400341;	3170
Homo_sapiens	ZSCAN9	ENSG00000137185	zf-C2H2	ENSP00000252207;ENSP00000436166;ENSP00000404074;ENSP00000433402;	7746
Homo_sapiens	ZNF814	ENSG00000204514	zf-C2H2	ENSP00000480123;ENSP00000410545;	730051
Homo_sapiens	ZNF697	ENSG00000143067	zf-C2H2	ENSP00000396857;	90874
Homo_sapiens	ZNF462	ENSG00000148143	zf-C2H2	ENSP00000405837;	58499
Homo_sapiens	ZNF618	ENSG00000157657	zf-C2H2	ENSP00000363241;ENSP00000363239;ENSP00000395400;ENSP00000483198;ENSP00000288466;	114991
Homo_sapiens	CREB3L2	ENSG00000182158	TF_bZIP	ENSP00000329140;ENSP00000403550;	64764
Homo_sapiens	ZNF827	ENSG00000151612	zf-C2H2	ENSP00000423130;ENSP00000424541;ENSP00000421863;ENSP00000368761;	152485
Homo_sapiens	ZNF77	ENSG00000175691	zf-C2H2	ENSP00000319053;	58492
Homo_sapiens	NEUROG2	ENSG00000178403	bHLH	ENSP00000317333;	63973
Homo_sapiens	MSC	ENSG00000178860	bHLH	ENSP00000321445;	9242
Homo_sapiens	NEUROD1	ENSG00000162992	bHLH	ENSP00000295108;	4760
Homo_sapiens	ZBTB12	ENSG00000204366	ZBTB	ENSP00000364677;ENSP00000364677;	221527
Homo_sapiens	ZNF629	ENSG00000102870	zf-C2H2	ENSP00000262525;	23361
Homo_sapiens	ATOH7	ENSG00000179774	bHLH	ENSP00000362777;	220202
Homo_sapiens	KLF7	ENSG00000118263	zf-C2H2	ENSP00000387510;ENSP00000393268;ENSP00000309570;ENSP00000403284;	8609
Homo_sapiens	ZBTB48	ENSG00000204859	ZBTB	ENSP00000466390;ENSP00000366902;ENSP00000366902;ENSP00000416054;ENSP00000313416;	3104
Homo_sapiens	MESP2	ENSG00000188095	bHLH	ENSP00000342392;	145873
Homo_sapiens	FOXK1	ENSG00000164916	Fork_head	ENSP00000328720;	221937
Homo_sapiens	ZBTB41	ENSG00000177888	ZBTB	ENSP00000356375;ENSP00000356375;	360023
Homo_sapiens	NR2C2	ENSG00000177463	RXR-like	ENSP00000388387;ENSP00000413438;ENSP00000384463;ENSP00000401807;ENSP00000412473;ENSP00000320447;ENSP00000376814;ENSP00000483059;	7182
Homo_sapiens	ZNF558	ENSG00000167785	zf-C2H2	ENSP00000301475;ENSP00000471277;	148156
Homo_sapiens	RFX4	ENSG00000111783	RFX	ENSP00000444163;ENSP00000447423;ENSP00000350552;ENSP00000447735;ENSP00000376585;ENSP00000448694;	5992
Homo_sapiens	SMARCC2	ENSG00000139613	MYB	ENSP00000449396;ENSP00000267064;ENSP00000302919;ENSP00000377591;	6601
Homo_sapiens	PLAGL1	ENSG00000118495	zf-C2H2	ENSP00000356544;ENSP00000486355;ENSP00000486763;ENSP00000485907;ENSP00000356543;ENSP00000400929;ENSP00000392418;ENSP00000353734;ENSP00000400060;ENSP00000486752;ENSP00000487447;ENSP00000395960;ENSP00000346810;ENSP00000486632;	5325
Homo_sapiens	ZBTB7B	ENSG00000160685	ZBTB	ENSP00000438647;ENSP00000438647;ENSP00000357411;ENSP00000357411;ENSP00000406286;ENSP00000406286;ENSP00000292176;	51043
Homo_sapiens	ZNF425	ENSG00000204947	zf-C2H2	ENSP00000367300;	155054
Homo_sapiens	HOXB4	ENSG00000182742	Homeobox	ENSP00000328928;	3214
Homo_sapiens	ZNF500	ENSG00000103199	zf-C2H2	ENSP00000464747;ENSP00000219478;ENSP00000445714;	26048
Homo_sapiens	FOXL2	ENSG00000183770	Fork_head	ENSP00000333188;	668
Homo_sapiens	PHOX2B	ENSG00000109132	Homeobox	ENSP00000226382;	8929
Homo_sapiens	ISX	ENSG00000175329	Homeobox	ENSP00000386037;ENSP00000311492;	91464
Homo_sapiens	ZBTB21	ENSG00000173276	ZBTB	ENSP00000381512;ENSP00000381517;ENSP00000308759;ENSP00000381523;	49854
Homo_sapiens	ZNF582	ENSG00000018869	zf-C2H2	ENSP00000483414;ENSP00000465619;ENSP00000301310;	147948
Homo_sapiens	SP100	ENSG00000067066	SAND	ENSP00000343023;ENSP00000264052;ENSP00000393679;ENSP00000386427;	6672
Homo_sapiens	ZSCAN21	ENSG00000166529	zf-C2H2	ENSP00000292450;ENSP00000441212;	7589
Homo_sapiens	STAT6	ENSG00000166888	STAT	ENSP00000438451;ENSP00000401486;ENSP00000444530;ENSP00000445409;ENSP00000451742;ENSP00000491116;ENSP00000451546;ENSP00000450921;ENSP00000300134;	6778
Homo_sapiens	FOXC2	ENSG00000176692	Fork_head	ENSP00000326371;	2303
Homo_sapiens	TCF3	ENSG00000071564	bHLH	ENSP00000467508;ENSP00000396363;ENSP00000344375;ENSP00000468487;ENSP00000465510;ENSP00000262965;ENSP00000378813;ENSP00000466565;ENSP00000466952;ENSP00000468481;ENSP00000465549;ENSP00000480564;	6929
Homo_sapiens	LHX1	ENSG00000273706	Homeobox	ENSP00000477829;	3975
Homo_sapiens	ID3	ENSG00000117318	bHLH	ENSP00000363689;	3399
Homo_sapiens	ARID5A	ENSG00000196843	ARID	ENSP00000350078;ENSP00000400785;	10865
Homo_sapiens	PAX3	ENSG00000135903	PAX	ENSP00000386750;ENSP00000343052;ENSP00000375922;ENSP00000375921;ENSP00000338767;ENSP00000342092;ENSP00000258387;ENSP00000386817;	5077
Homo_sapiens	DEAF1	ENSG00000177030	SAND	ENSP00000371846;ENSP00000431563;	10522
Homo_sapiens	ZNF44	ENSG00000197857	zf-C2H2	ENSP00000377008;ENSP00000347910;ENSP00000348419;ENSP00000380850;	51710
Homo_sapiens	KLF1	ENSG00000105610	zf-C2H2	ENSP00000264834;	10661
Homo_sapiens	GATAD2B	ENSG00000143614	zf-GATA	ENSP00000489595;ENSP00000357644;ENSP00000489309;ENSP00000489184;	57459
Homo_sapiens	SIX1	ENSG00000126778	Homeobox	ENSP00000494686;ENSP00000247182;	6495
Homo_sapiens	ONECUT2	ENSG00000119547	CUT	ENSP00000419185;	9480
Homo_sapiens	ZFY	ENSG00000067646	zf-C2H2	ENSP00000372525;ENSP00000155093;ENSP00000485605;ENSP00000393908;	7544
Homo_sapiens	ATMIN	ENSG00000166454	zf-C2H2	ENSP00000464427;	23300
Homo_sapiens	NFIA	ENSG00000162599	CTF/NFI	ENSP00000360233;ENSP00000360227;ENSP00000474461;ENSP00000384523;ENSP00000360226;ENSP00000473830;ENSP00000360231;ENSP00000474806;ENSP00000360229;ENSP00000474462;ENSP00000419785;ENSP00000384680;	4774
Homo_sapiens	FOXI2	ENSG00000186766	Fork_head	ENSP00000373572;	399823
Homo_sapiens	TFCP2	ENSG00000135457	CP2	ENSP00000449280;ENSP00000447991;ENSP00000257915;ENSP00000449742;	7024
Homo_sapiens	MBD4	ENSG00000129071	MBD	ENSP00000394080;ENSP00000422327;ENSP00000249910;ENSP00000424873;	8930
Homo_sapiens	ZIC1	ENSG00000152977	zf-C2H2	ENSP00000419664;ENSP00000282928;	7545
Homo_sapiens	POU6F1	ENSG00000184271	Pou	ENSP00000330190;ENSP00000448389;	5463
Homo_sapiens	FIGLA	ENSG00000183733	bHLH	ENSP00000333097;	344018
Homo_sapiens	TFAP2E	ENSG00000116819	AP-2	ENSP00000362332;	339488
Homo_sapiens	ZNF213	ENSG00000085644	zf-C2H2	ENSP00000380087;ENSP00000459177;ENSP00000403892;ENSP00000460157;ENSP00000459293;	7760
Homo_sapiens	ZNF17	ENSG00000186272	zf-C2H2	ENSP00000302455;ENSP00000471905;	7565
Homo_sapiens	HAND1	ENSG00000113196	bHLH	ENSP00000231121;	9421
Homo_sapiens	HSFX1	ENSG00000171116	HSF	ENSP00000359444;	100506164
Homo_sapiens	FOXC1	ENSG00000054598	Fork_head	ENSP00000493906;ENSP00000370256;	2296
Homo_sapiens	PAX9	ENSG00000198807	PAX	ENSP00000355245;ENSP00000384817;	5083
Homo_sapiens	ZNF28	ENSG00000198538	zf-C2H2	ENSP00000375661;ENSP00000397693;ENSP00000412143;	7576
Homo_sapiens	MNT	ENSG00000070444	bHLH	ENSP00000174618;	4335
Homo_sapiens	NEUROD2	ENSG00000171532	bHLH	ENSP00000306754;	4761
Homo_sapiens	ZNF133	ENSG00000125846	zf-C2H2	ENSP00000346090;ENSP00000487315;ENSP00000366899;ENSP00000383945;ENSP00000485741;ENSP00000439427;ENSP00000385279;ENSP00000400897;ENSP00000442978;ENSP00000481326;	7692
Homo_sapiens	BNC1	ENSG00000169594	zf-C2H2	ENSP00000456727;ENSP00000307041;	646
Homo_sapiens	PRDM9	ENSG00000164256	zf-C2H2	ENSP00000296682;	56979
Homo_sapiens	HNF1A	ENSG00000135100	Homeobox	ENSP00000443112;ENSP00000438804;ENSP00000257555;ENSP00000476181;	6927
Homo_sapiens	ZNF653	ENSG00000161914	zf-C2H2	ENSP00000293771;ENSP00000467069;ENSP00000465166;	115950
Homo_sapiens	UNCX	ENSG00000164853	Homeobox	ENSP00000314480;	340260
Homo_sapiens	TGIF2	ENSG00000118707	Homeobox	ENSP00000362979;ENSP00000362981;ENSP00000453773;ENSP00000476174;ENSP00000452878;ENSP00000481787;	60436
Homo_sapiens	ZSCAN32	ENSG00000140987	zf-C2H2	ENSP00000483210;ENSP00000380061;ENSP00000380057;ENSP00000391787;ENSP00000302502;	54925
Homo_sapiens	ZFHX4	ENSG00000091656	Homeobox	ENSP00000430848;ENSP00000430497;	79776
Homo_sapiens	ZFP69	ENSG00000187815	zf-C2H2	ENSP00000361791;ENSP00000361790;	339559
Homo_sapiens	ETV7	ENSG00000010030	ETS	ENSP00000484485;ENSP00000341843;ENSP00000342260;ENSP00000440592;ENSP00000486712;ENSP00000362843;ENSP00000481885;ENSP00000362842;	51513
Homo_sapiens	TLX1	ENSG00000107807	Homeobox	ENSP00000359215;ENSP00000434914;	3195
Homo_sapiens	ZNF747	ENSG00000169955	zf-C2H2	ENSP00000457274;	65988
Homo_sapiens	ATF7	ENSG00000170653	TF_bZIP	ENSP00000387406;ENSP00000449938;ENSP00000399465;	11016
Homo_sapiens	ZNF74	ENSG00000185252	zf-C2H2	ENSP00000385855;ENSP00000383301;ENSP00000483077;	7625
Homo_sapiens	ETV3L	ENSG00000253831	ETS	ENSP00000430271;	440695
Homo_sapiens	FIZ1	ENSG00000179943	zf-C2H2	ENSP00000468342;ENSP00000468018;ENSP00000465131;ENSP00000221665;ENSP00000468529;	84922
Homo_sapiens	ZNF177	ENSG00000188629	zf-C2H2	ENSP00000468531;ENSP00000341497;ENSP00000415070;	7730
Homo_sapiens	ZKSCAN1	ENSG00000106261	zf-C2H2	ENSP00000443508;ENSP00000480305;ENSP00000409172;ENSP00000323148;	7586
Homo_sapiens	HOXA7	ENSG00000122592	Homeobox	ENSP00000242159;	3204
Homo_sapiens	GATA5	ENSG00000130700	zf-GATA	ENSP00000252997;	140628
Homo_sapiens	THAP3	ENSG00000041988	THAP	ENSP00000311537;ENSP00000473646;ENSP00000366854;ENSP00000464954;ENSP00000054650;	90326
